event_id,timestamp,start_index,status,low_threshold_kw,high_threshold_kw,dwell_minutes,retention_minutes,retained,first_exit_minute,missing_in_dwell,missing_in_retention,n_missing_in_window,observed_event_energy_kwh,estimated_event_energy_kwh,peak_power_kw,mean_power_kw
351,2009-09-27 15:56:00,1462952,rejected_first_exit,0.308,1.528,5,30,0,13,0,0,0,0.7896666666666666,0.7896666666666666,4.696,1.5793333333333333
352,2009-11-20 14:12:00,1540608,rejected_first_exit,0.308,1.528,5,30,0,16,0,0,0,0.3647,0.3647,1.916,0.7294
353,2009-12-16 12:59:00,1577975,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.2905999999999999,0.2905999999999999,3.208,0.5811999999999998
354,2009-12-18 13:55:00,1580911,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.7041333333333333,0.7041333333333333,1.898,1.4082666666666666
355,2010-05-30 12:16:00,1815532,rejected_first_exit,0.308,1.528,5,30,0,16,0,0,0,0.6081666666666665,0.6081666666666665,2.556,1.2163333333333333
356,2010-06-03 19:04:00,1821700,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.8778333333333331,0.8778333333333331,2.318,1.7556666666666663
357,2010-06-04 13:42:00,1822818,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0638999999999998,1.0638999999999998,3.422,2.1277999999999997
358,2010-06-11 17:10:00,1833106,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.39356666666666656,0.39356666666666656,2.09,0.7871333333333331
359,2010-06-14 19:36:00,1837572,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.8473333333333334,0.8473333333333334,3.934,1.6946666666666668
360,2010-06-22 13:43:00,1848739,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.6709333333333335,0.6709333333333335,2.594,1.341866666666667
361,2010-06-23 19:17:00,1850513,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.4420666666666664,1.4420666666666664,4.554,2.8841333333333328
362,2010-07-21 01:28:00,1889764,rejected_first_exit,0.308,1.528,5,30,0,12,0,0,0,0.549,0.549,2.656,1.098
363,2010-07-21 19:48:00,1890864,accepted_retained,0.308,1.528,5,30,1,,0,0,0,1.0654000000000001,1.0654000000000001,2.588,2.1308000000000002
364,2010-08-17 13:05:00,1929341,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.21580000000000002,0.21580000000000002,3.056,0.4316000000000001
365,2010-09-06 19:02:00,1958498,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.8182666666666668,0.8182666666666668,4.176,1.6365333333333336
366,2010-09-07 10:45:00,1959441,rejected_first_exit,0.308,1.528,5,30,0,21,0,0,0,0.5713666666666666,0.5713666666666666,2.534,1.1427333333333332
367,2010-09-10 11:52:00,1963828,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.2807666666666666,0.2807666666666666,3.074,0.5615333333333332
368,2010-09-18 18:52:00,1975768,rejected_first_exit,0.308,1.528,5,30,0,10,0,0,0,0.5188666666666666,0.5188666666666666,1.856,1.0377333333333332
369,2010-09-20 13:57:00,1978353,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.36950000000000005,0.36950000000000005,1.962,0.7390000000000001
370,2010-09-22 12:44:00,1981160,accepted_retained,0.308,1.528,5,30,1,,0,0,0,0.7981666666666667,0.7981666666666667,2.632,1.5963333333333334
371,2010-09-24 14:37:00,1984153,rejected_first_exit,0.308,1.528,5,30,0,14,0,0,0,0.7074333333333334,0.7074333333333334,3.952,1.414866666666667
372,2010-10-03 16:22:00,1997218,rejected_dwell_failure,0.308,1.528,5,30,0,,0,0,0,0.2959333333333333,0.2959333333333333,2.158,0.5918666666666667
